,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
1292,1,2012-03-09,62.0,33.0,48.0,-1000.0,23.0,35.0,17.0,0.0,-1000,-1000,RA SN BR,-1000.0,0.03,29.78,30.0,7.9,29.0,9.6
1293,2,2012-03-09,57.0,30.0,44.0,12.0,22.0,31.0,21.0,0.0,0610,1747,RA SN BR,-1000.0,0.08,28.84,30.0,12.7,28.0,13.3
1294,3,2012-03-09,63.0,30.0,47.0,-2.0,28.0,40.0,18.0,0.0,0643,1824, ,0.0,0.0,29.72,30.45,5.2,3.0,6.4
1295,4,2012-03-09,46.0,42.0,44.0,-16.0,42.0,44.0,21.0,0.0,0648,1835,TSRA RA BR VCTS,0.0,1.27,29.59,30.3,7.9,36.0,8.8
1296,6,2012-03-09,48.0,42.0,45.0,-12.0,43.0,44.0,20.0,0.0,0648,1834,TSRA RA DZ BR,0.0,1.08,29.76,30.29,14.9,36.0,15.6
1297,7,2012-03-09,61.0,30.0,46.0,-1000.0,26.0,39.0,19.0,0.0,-1000,-1000, ,0.0,0.0,29.06,30.45,6.5,4.0,7.5
1298,8,2012-03-09,50.0,46.0,-1000.0,-1000.0,44.0,46.0,-1000.0,-1000.0,-1000,-1000,RA DZ BR VCTS,-1000.0,1.06,29.89,-1000.0,9.0,1.0,9.5
1299,9,2012-03-09,34.0,15.0,25.0,-1000.0,9.0,21.0,40.0,0.0,-1000,-1000, ,-1000.0,0.0,29.64,30.46,1.7,16.0,9.8
1300,10,2012-03-09,84.0,65.0,75.0,-1000.0,61.0,66.0,0.0,10.0,0644,1831, ,-1000.0,0.0,30.12,30.16,1.5,20.0,7.5
1301,11,2012-03-09,84.0,57.0,71.0,10.0,60.0,64.0,0.0,6.0,0644,1831,BR,0.0,0.0,30.12,30.16,2.7,26.0,6.5
1302,12,2012-03-09,83.0,57.0,70.0,-1000.0,62.0,65.0,0.0,5.0,-1000,-1000,BCFG BR,0.0,0.0,30.11,30.16,1.6,25.0,6.0
1303,13,2012-03-09,58.0,24.0,41.0,-1000.0,6.0,29.0,24.0,0.0,-1000,-1000, ,-1000.0,0.0,24.45,30.36,7.3,17.0,8.1
1304,14,2012-03-09,62.0,33.0,48.0,-1.0,25.0,39.0,17.0,0.0,0650,1832, ,0.0,0.0,29.05,30.44,8.3,5.0,9.6
1305,15,2012-03-09,60.0,27.0,-1000.0,-1000.0,21.0,31.0,-1000.0,-1000.0,0609,1745,RA SN BR,0.0,0.03,29.56,29.99,8.0,31.0,9.2
1306,16,2012-03-09,61.0,33.0,47.0,-1000.0,23.0,35.0,18.0,0.0,-1000,-1000,RA SN,-1000.0,0.04,29.8,29.96,8.7,29.0,10.3
1307,17,2012-03-09,64.0,31.0,48.0,-1000.0,27.0,39.0,17.0,0.0,-1000,-1000, ,0.0,0.0,29.78,30.47,5.8,4.0,6.0
1308,18,2012-03-09,54.0,42.0,48.0,-9.0,31.0,41.0,17.0,0.0,0646,1830,RA,0.0,0.01,29.85,30.37,10.3,4.0,11.3
1309,19,2012-03-09,35.0,25.0,30.0,-2.0,11.0,25.0,35.0,0.0,0614,1750, ,0.0,0.0,29.71,30.44,9.6,30.0,12.1
1310,20,2012-03-09,53.0,42.0,48.0,-1000.0,31.0,41.0,17.0,0.0,-1000,-1000,RA,0.0,0.01,29.64,30.36,11.9,4.0,12.3
1311,1,2012-03-10,40.0,29.0,35.0,-1000.0,22.0,30.0,30.0,0.0,-1000,-1000,SN BR,-1000.0,0.03,30.19,30.4,2.9,35.0,6.0
1312,2,2012-03-10,35.0,25.0,30.0,-2.0,16.0,25.0,35.0,0.0,0608,1748, ,0.0,0.0,29.21,30.38,7.7,30.0,10.1
1313,3,2012-03-10,66.0,32.0,49.0,-1.0,32.0,42.0,16.0,0.0,0642,1825,RA,0.0,0.04,29.52,30.28,6.8,15.0,6.9
1314,4,2012-03-10,52.0,43.0,48.0,-12.0,46.0,47.0,17.0,0.0,0647,1835,TSRA RA BR VCTS,0.0,0.77,29.43,30.18,1.8,1.0,3.5
1315,6,2012-03-10,52.0,44.0,48.0,-10.0,47.0,48.0,17.0,0.0,0647,1835,TSRA RA DZ BR,0.0,0.65,29.59,30.16,6.8,2.0,7.4
1316,7,2012-03-10,62.0,36.0,49.0,-1000.0,34.0,42.0,16.0,0.0,-1000,-1000,RA,0.0,0.03,28.83,30.25,10.2,15.0,10.7
1317,8,2012-03-10,57.0,45.0,-1000.0,-1000.0,47.0,49.0,-1000.0,-1000.0,-1000,-1000,RA DZ HZ VCTS,-1000.0,0.54,29.78,-1000.0,3.8,6.0,5.1
1318,9,2012-03-10,66.0,33.0,50.0,-1000.0,27.0,40.0,15.0,0.0,-1000,-1000, ,-1000.0,0.0,29.18,29.98,7.5,19.0,10.3
1319,10,2012-03-10,67.0,62.0,65.0,-1000.0,54.0,59.0,0.0,0.0,0643,1832, ,-1000.0,0.0,30.23,30.27,17.0,4.0,17.1
1320,11,2012-03-10,67.0,59.0,63.0,2.0,52.0,57.0,2.0,0.0,0643,1831, ,0.0,0.0,30.24,30.29,16.2,4.0,16.3
1321,12,2012-03-10,66.0,61.0,64.0,-1000.0,55.0,59.0,1.0,0.0,-1000,-1000, ,0.0,0.0,30.22,30.28,13.7,4.0,14.0
1322,13,2012-03-10,62.0,33.0,48.0,-1000.0,22.0,37.0,17.0,0.0,-1000,-1000, ,-1000.0,0.0,24.16,29.93,15.0,16.0,15.2
1323,14,2012-03-10,61.0,39.0,50.0,1.0,33.0,42.0,15.0,0.0,0648,1833,RA BR,0.0,0.21,28.82,30.25,9.2,15.0,9.4
1324,15,2012-03-10,39.0,22.0,31.0,0.0,20.0,27.0,34.0,0.0,0607,1746,SN BR,0.5,0.01,29.96,30.38,2.0,34.0,3.2
1325,16,2012-03-10,39.0,28.0,34.0,-1000.0,23.0,29.0,31.0,0.0,-1000,-1000,SN FG+ FZFG BR,-1000.0,0.03,30.22,30.37,4.2,33.0,7.4
1326,17,2012-03-10,67.0,30.0,49.0,-1000.0,31.0,42.0,16.0,0.0,-1000,-1000,RA,0.0,0.07,29.58,30.3,5.2,14.0,5.5
1327,18,2012-03-10,54.0,48.0,51.0,-6.0,40.0,45.0,14.0,0.0,0644,1831,RA BR,0.0,0.96,29.66,30.22,5.5,9.0,6.1
1328,19,2012-03-10,59.0,29.0,44.0,11.0,24.0,36.0,21.0,0.0,0613,1752, ,0.0,0.0,29.47,30.25,17.0,21.0,18.0
1329,20,2012-03-10,53.0,48.0,51.0,-1000.0,40.0,46.0,14.0,0.0,-1000,-1000,RA BR,0.0,0.86,29.44,30.2,7.9,8.0,8.1
1330,1,2012-03-11,59.0,29.0,44.0,-1000.0,22.0,36.0,21.0,0.0,-1000,-1000, ,-1000.0,0.0,30.21,30.35,8.9,22.0,9.2
1331,2,2012-03-11,54.0,27.0,41.0,8.0,20.0,33.0,24.0,0.0,0607,1749, ,0.0,0.0,29.25,30.36,12.9,23.0,13.3
1332,3,2012-03-11,55.0,47.0,51.0,1.0,47.0,49.0,14.0,0.0,0640,1826,RA DZ BR,0.0,1.01,29.2,29.97,9.2,16.0,9.8
1333,4,2012-03-11,74.0,51.0,63.0,2.0,54.0,56.0,2.0,0.0,0646,1836,TSRA RA BR,0.0,0.34,29.31,30.02,0.5,31.0,3.5
1334,6,2012-03-11,73.0,52.0,63.0,5.0,55.0,57.0,2.0,0.0,0646,1836,TSRA RA DZ FG BR,0.0,0.28,29.46,30.01,2.4,17.0,4.0
1335,7,2012-03-11,59.0,46.0,53.0,-1000.0,45.0,48.0,12.0,0.0,-1000,-1000,RA BR,0.0,0.39,28.51,29.93,13.2,17.0,13.8
1336,8,2012-03-11,70.0,55.0,-1000.0,-1000.0,48.0,53.0,-1000.0,-1000.0,-1000,-1000,TSRA RA DZ HZ,-1000.0,1.39,29.65,-1000.0,2.2,18.0,3.1
1337,9,2012-03-11,67.0,40.0,54.0,-1000.0,33.0,44.0,11.0,0.0,-1000,-1000,RA,-1000.0,0.01,29.14,29.93,8.8,16.0,9.8
1338,10,2012-03-11,75.0,63.0,69.0,-1000.0,56.0,62.0,0.0,4.0,0642,1832, ,-1000.0,-1000.0,30.3,30.33,12.3,9.0,13.3
1339,11,2012-03-11,75.0,60.0,68.0,7.0,55.0,60.0,0.0,3.0,0642,1832, ,0.0,0.0,30.31,30.35,11.2,8.0,12.2
1340,12,2012-03-11,76.0,62.0,69.0,-1000.0,57.0,62.0,0.0,4.0,-1000,-1000, ,0.0,0.0,30.3,30.35,10.0,10.0,10.8
1341,13,2012-03-11,62.0,34.0,48.0,-1000.0,22.0,37.0,17.0,0.0,-1000,-1000, ,-1000.0,0.0,23.96,29.66,7.6,30.0,10.4
1342,14,2012-03-11,59.0,45.0,52.0,3.0,45.0,47.0,13.0,0.0,0647,1833,RA BR,0.0,0.65,28.51,29.93,12.5,17.0,13.4
1343,15,2012-03-11,58.0,22.0,40.0,9.0,22.0,33.0,25.0,0.0,0606,1747, ,0.0,0.0,29.96,30.32,4.0,21.0,5.4
1344,16,2012-03-11,57.0,29.0,43.0,-1000.0,22.0,36.0,22.0,0.0,-1000,-1000, ,-1000.0,0.0,30.25,30.34,9.3,23.0,9.9
1345,17,2012-03-11,56.0,47.0,52.0,-1000.0,47.0,48.0,13.0,0.0,-1000,-1000,RA BR,0.0,0.87,29.26,29.99,6.4,16.0,7.1
1346,18,2012-03-11,64.0,50.0,57.0,-1.0,50.0,53.0,8.0,0.0,0643,1831,RA DZ BR,0.0,0.17,29.46,30.0,5.1,17.0,7.3
1347,19,2012-03-11,66.0,40.0,53.0,20.0,30.0,42.0,12.0,0.0,0611,1753,RA,0.0,0.04,29.37,30.16,9.3,20.0,10.6
1348,20,2012-03-11,65.0,50.0,58.0,-1000.0,50.0,53.0,7.0,0.0,-1000,-1000,RA BR,0.0,0.11,29.26,29.99,3.7,18.0,5.6
1349,1,2012-03-12,73.0,38.0,56.0,-1000.0,30.0,44.0,9.0,0.0,-1000,-1000, ,-1000.0,0.0,30.03,30.19,3.5,22.0,4.6
1350,2,2012-03-12,68.0,35.0,52.0,19.0,27.0,43.0,13.0,0.0,0605,1750, ,0.0,0.0,29.11,30.2,7.9,25.0,8.6
1351,3,2012-03-12,78.0,53.0,66.0,16.0,50.0,56.0,0.0,1.0,0639,1827, ,0.0,0.0,29.18,29.89,12.9,18.0,13.1
1352,4,2012-03-12,80.0,51.0,66.0,5.0,58.0,61.0,0.0,1.0,0645,1837,FG+ FG BR,0.0,0.0,29.36,30.05,3.4,17.0,4.3
1353,6,2012-03-12,79.0,45.0,62.0,4.0,59.0,60.0,3.0,0.0,0644,1836,FG+ FG BCFG BR,0.0,0.0,29.52,30.04,6.5,19.0,6.7
1354,7,2012-03-12,75.0,51.0,63.0,-1000.0,45.0,52.0,2.0,0.0,-1000,-1000, ,0.0,0.0,28.53,29.89,12.4,20.0,13.0
1355,8,2012-03-12,73.0,55.0,-1000.0,-1000.0,51.0,56.0,-1000.0,-1000.0,-1000,-1000,HZ,-1000.0,0.0,29.7,-1000.0,3.8,17.0,3.8
1356,9,2012-03-12,53.0,44.0,49.0,-1000.0,44.0,47.0,16.0,0.0,-1000,-1000,RA BR,-1000.0,0.42,28.96,29.71,5.4,22.0,7.7
1357,10,2012-03-12,77.0,66.0,72.0,-1000.0,55.0,62.0,0.0,7.0,0640,1833, ,-1000.0,0.0,30.28,30.3,9.6,11.0,9.8
1358,11,2012-03-12,77.0,59.0,68.0,7.0,54.0,60.0,0.0,3.0,0641,1833, ,0.0,0.0,30.27,30.3,8.0,11.0,8.4
1359,12,2012-03-12,77.0,61.0,69.0,-1000.0,55.0,61.0,0.0,4.0,-1000,-1000, ,0.0,0.0,30.27,30.31,7.0,12.0,7.3
1360,13,2012-03-12,66.0,45.0,56.0,-1000.0,11.0,37.0,9.0,0.0,-1000,-1000, ,-1000.0,0.0,24.13,29.8,4.9,21.0,9.5
1361,14,2012-03-12,76.0,50.0,63.0,13.0,44.0,52.0,2.0,0.0,0646,1834, ,0.0,0.0,28.53,29.9,10.6,19.0,11.4
1362,15,2012-03-12,69.0,27.0,48.0,16.0,30.0,40.0,17.0,0.0,0604,1748, ,0.0,0.0,29.81,30.18,1.5,30.0,2.0
1363,16,2012-03-12,70.0,39.0,55.0,-1000.0,31.0,43.0,10.0,0.0,-1000,-1000, ,-1000.0,0.0,30.07,30.16,2.0,23.0,4.3
1364,17,2012-03-12,80.0,52.0,66.0,-1000.0,48.0,55.0,0.0,1.0,-1000,-1000, ,0.0,0.0,29.25,29.93,7.5,18.0,7.8
1365,18,2012-03-12,80.0,53.0,67.0,9.0,54.0,59.0,0.0,2.0,0642,1832,BR VCFG,0.0,0.0,29.48,29.99,10.0,17.0,10.8
1366,19,2012-03-12,60.0,46.0,53.0,19.0,46.0,49.0,12.0,0.0,0609,1754,TSRA RA BR,0.0,0.9,29.07,29.83,7.3,21.0,9.8
1367,20,2012-03-12,80.0,54.0,67.0,-1000.0,55.0,59.0,0.0,2.0,-1000,-1000,BR,0.0,0.0,29.28,29.99,6.6,17.0,8.1
1368,1,2012-03-13,74.0,53.0,64.0,-1000.0,46.0,54.0,1.0,0.0,-1000,-1000,RA BR,-1000.0,-1000.0,29.83,29.97,5.7,22.0,6.5
1369,2,2012-03-13,69.0,47.0,58.0,25.0,47.0,51.0,7.0,0.0,0603,1751,RA BR,0.0,0.28,28.9,29.98,9.8,23.0,10.1
1370,3,2012-03-13,84.0,52.0,68.0,18.0,56.0,61.0,0.0,3.0,0638,1828,BR,0.0,0.0,29.25,29.96,11.8,17.0,12.3
1371,4,2012-03-13,80.0,64.0,72.0,11.0,64.0,66.0,0.0,7.0,0644,1837,BR,0.0,0.0,29.38,30.06,4.6,16.0,6.0
1372,6,2012-03-13,81.0,60.0,71.0,13.0,65.0,67.0,0.0,6.0,0643,1837,DZ FG+ BCFG BR,0.0,-1000.0,29.54,30.05,8.7,16.0,9.0
1373,7,2012-03-13,81.0,54.0,68.0,-1000.0,54.0,59.0,0.0,3.0,-1000,-1000,BR,0.0,0.0,28.59,29.94,15.7,19.0,16.2
1374,8,2012-03-13,79.0,66.0,-1000.0,-1000.0,59.0,64.0,-1000.0,-1000.0,-1000,-1000,RA HZ,-1000.0,0.0,29.73,-1000.0,5.6,15.0,5.8
1375,9,2012-03-13,66.0,32.0,49.0,-1000.0,37.0,43.0,16.0,0.0,-1000,-1000,BR HZ,-1000.0,0.0,29.18,29.95,5.0,14.0,5.6
1376,10,2012-03-13,81.0,61.0,71.0,-1000.0,57.0,63.0,0.0,6.0,0639,1833, ,-1000.0,0.0,30.22,30.24,3.7,12.0,4.4
1377,11,2012-03-13,80.0,53.0,67.0,6.0,56.0,60.0,0.0,2.0,0639,1833, ,0.0,0.0,30.22,30.24,3.0,13.0,3.5
1378,12,2012-03-13,79.0,55.0,67.0,-1000.0,58.0,62.0,0.0,2.0,-1000,-1000, ,0.0,0.0,30.21,30.25,3.7,14.0,4.2
1379,13,2012-03-13,72.0,35.0,54.0,-1000.0,7.0,36.0,11.0,0.0,-1000,-1000, ,-1000.0,0.0,24.11,29.81,8.9,21.0,11.1
1380,14,2012-03-13,80.0,51.0,66.0,16.0,54.0,59.0,0.0,1.0,0644,1835,BR,0.0,0.0,28.59,29.95,14.9,18.0,15.2
1381,15,2012-03-13,71.0,42.0,57.0,25.0,44.0,49.0,8.0,0.0,0602,1749,RA BR,0.0,0.01,29.59,29.95,1.8,23.0,3.3
1382,16,2012-03-13,72.0,49.0,61.0,-1000.0,46.0,52.0,4.0,0.0,-1000,-1000,RA BR,-1000.0,0.01,29.85,29.95,6.1,22.0,6.8
1383,17,2012-03-13,84.0,47.0,66.0,-1000.0,54.0,59.0,0.0,1.0,-1000,-1000,BR,0.0,0.0,29.31,30.01,7.2,18.0,7.4
1384,18,2012-03-13,77.0,62.0,70.0,12.0,63.0,65.0,0.0,5.0,0641,1833,BR,0.0,-1000.0,29.54,30.04,10.0,17.0,10.6
1385,19,2012-03-13,66.0,45.0,56.0,22.0,34.0,45.0,9.0,0.0,0608,1755, ,0.0,0.0,29.29,30.03,6.4,26.0,8.4
1386,20,2012-03-13,77.0,63.0,70.0,-1000.0,63.0,65.0,0.0,5.0,-1000,-1000, ,0.0,0.0,29.34,30.04,6.4,17.0,7.9
1387,1,2012-03-14,59.0,39.0,-1000.0,-1000.0,39.0,42.0,-1000.0,-1000.0,-1000,-1000,BR,-1000.0,0.15,29.95,30.14,6.9,7.0,7.2
1388,2,2012-03-14,61.0,36.0,49.0,15.0,37.0,44.0,16.0,0.0,0602,1752,FG BR,0.0,0.0,28.97,30.1,4.5,32.0,8.6
1389,3,2012-03-14,75.0,63.0,69.0,18.0,60.0,64.0,0.0,4.0,0636,1829, ,0.0,0.0,29.29,29.99,11.9,18.0,12.2
1390,4,2012-03-14,79.0,67.0,73.0,12.0,65.0,67.0,0.0,8.0,0642,1838,BR,0.0,-1000.0,29.38,30.06,5.7,15.0,7.6
1391,6,2012-03-14,80.0,66.0,73.0,14.0,65.0,67.0,0.0,8.0,0642,1838,RA BR,0.0,-1000.0,29.54,30.06,9.9,15.0,10.1
1392,7,2012-03-14,76.0,66.0,71.0,-1000.0,62.0,65.0,0.0,6.0,-1000,-1000, ,0.0,0.0,28.61,29.96,18.7,19.0,18.5
1393,8,2012-03-14,79.0,66.0,-1000.0,-1000.0,61.0,65.0,-1000.0,-1000.0,-1000,-1000,HZ,-1000.0,0.0,29.73,-1000.0,7.5,16.0,7.5
1394,9,2012-03-14,73.0,47.0,60.0,-1000.0,43.0,50.0,5.0,0.0,-1000,-1000, ,-1000.0,0.0,29.05,29.81,2.0,17.0,5.5
1395,10,2012-03-14,85.0,64.0,75.0,-1000.0,59.0,64.0,0.0,10.0,0638,1834,TS,-1000.0,-1000.0,30.19,30.22,3.9,13.0,4.9
1396,11,2012-03-14,84.0,56.0,70.0,8.0,58.0,62.0,0.0,5.0,0638,1834,RA BR,0.0,0.06,30.18,30.22,2.3,11.0,3.8
1397,12,2012-03-14,83.0,58.0,71.0,-1000.0,59.0,63.0,0.0,6.0,-1000,-1000,RA,0.0,-1000.0,30.18,30.22,2.0,14.0,2.8
1398,13,2012-03-14,71.0,36.0,54.0,-1000.0,4.0,35.0,11.0,0.0,-1000,-1000, ,-1000.0,0.0,24.19,29.88,7.3,20.0,8.8
1399,14,2012-03-14,75.0,64.0,70.0,20.0,62.0,64.0,0.0,5.0,0643,1836, ,0.0,0.0,28.62,29.98,17.6,18.0,17.8
1400,15,2012-03-14,58.0,37.0,48.0,15.0,41.0,43.0,17.0,0.0,0600,1751,BR,0.0,-1000.0,29.7,30.12,3.7,9.0,4.5
1401,16,2012-03-14,54.0,38.0,-1000.0,-1000.0,39.0,40.0,-1000.0,-1000.0,-1000,-1000,BR,-1000.0,0.1,29.98,30.11,7.8,4.0,8.0
1402,17,2012-03-14,75.0,57.0,66.0,-1000.0,59.0,63.0,0.0,1.0,-1000,-1000,BR HZ,0.0,0.0,29.35,30.03,9.3,19.0,9.5
1403,18,2012-03-14,77.0,67.0,72.0,14.0,63.0,66.0,0.0,7.0,0639,1834, ,0.0,0.0,29.54,30.05,12.0,18.0,12.2
1404,19,2012-03-14,78.0,39.0,59.0,25.0,49.0,55.0,6.0,0.0,0606,1756, ,0.0,0.0,29.18,29.93,10.7,21.0,11.3
1405,20,2012-03-14,77.0,67.0,72.0,-1000.0,63.0,66.0,0.0,7.0,-1000,-1000, ,0.0,0.0,29.35,30.05,9.2,17.0,9.2
1406,1,2012-03-15,44.0,37.0,41.0,-1000.0,31.0,36.0,24.0,0.0,-1000,-1000, ,-1000.0,-1000.0,30.19,30.36,3.3,7.0,4.6
1407,2,2012-03-15,46.0,35.0,41.0,7.0,34.0,37.0,24.0,0.0,0560,1754,RA FG BR,0.0,-1000.0,29.19,30.32,2.8,9.0,4.0
1408,3,2012-03-15,80.0,65.0,73.0,22.0,62.0,66.0,0.0,8.0,0635,1830, ,0.0,0.0,29.28,29.99,12.4,17.0,12.7
1409,4,2012-03-15,82.0,67.0,75.0,13.0,65.0,67.0,0.0,10.0,0641,1838,RA,0.0,-1000.0,29.4,30.09,5.3,16.0,6.6
1410,6,2012-03-15,81.0,67.0,74.0,15.0,66.0,68.0,0.0,9.0,0641,1838, ,0.0,-1000.0,29.56,30.08,9.0,16.0,9.2
1411,7,2012-03-15,79.0,66.0,73.0,-1000.0,63.0,66.0,0.0,8.0,-1000,-1000, ,0.0,0.0,28.62,29.97,17.6,19.0,17.4
1412,8,2012-03-15,79.0,68.0,-1000.0,-1000.0,62.0,66.0,-1000.0,-1000.0,-1000,-1000, ,-1000.0,0.0,29.76,-1000.0,6.9,16.0,7.0
1413,9,2012-03-15,64.0,40.0,52.0,-1000.0,30.0,42.0,13.0,0.0,-1000,-1000, ,-1000.0,0.0,29.23,29.99,2.8,35.0,3.7
1414,10,2012-03-15,83.0,63.0,73.0,-1000.0,61.0,66.0,0.0,8.0,0637,1835,MIFG,-1000.0,0.0,30.21,30.24,4.0,10.0,5.3
1415,11,2012-03-15,82.0,53.0,68.0,6.0,59.0,62.0,0.0,3.0,0637,1835,BR,0.0,0.0,30.2,30.24,3.5,9.0,3.7
1416,12,2012-03-15,80.0,55.0,68.0,-1000.0,61.0,63.0,0.0,3.0,-1000,-1000,BR,0.0,0.0,30.2,30.25,4.0,10.0,4.6
1417,13,2012-03-15,69.0,35.0,52.0,-1000.0,13.0,37.0,13.0,0.0,-1000,-1000, ,-1000.0,0.0,24.26,29.99,6.7,18.0,7.8
1418,14,2012-03-15,80.0,65.0,73.0,22.0,62.0,65.0,0.0,8.0,0641,1837, ,0.0,0.0,28.63,29.98,16.7,19.0,16.9
1419,15,2012-03-15,45.0,33.0,39.0,6.0,32.0,35.0,26.0,0.0,0559,1752,BR,0.0,0.0,29.95,30.34,2.0,11.0,2.5
1420,16,2012-03-15,40.0,36.0,38.0,-1000.0,31.0,35.0,27.0,0.0,-1000,-1000,RA,-1000.0,-1000.0,30.22,30.34,3.3,7.0,4.9
1421,17,2012-03-15,82.0,60.0,71.0,-1000.0,61.0,65.0,0.0,6.0,-1000,-1000,HZ,0.0,0.0,29.35,30.04,9.0,18.0,9.2
1422,18,2012-03-15,80.0,67.0,74.0,15.0,64.0,67.0,0.0,9.0,0638,1834, ,0.0,-1000.0,29.55,30.07,11.8,18.0,12.2
1423,19,2012-03-15,72.0,44.0,58.0,23.0,46.0,50.0,7.0,0.0,0604,1758,BR HZ,0.0,-1000.0,29.24,29.98,2.0,3.0,5.4
1424,20,2012-03-15,80.0,68.0,74.0,-1000.0,64.0,67.0,0.0,9.0,-1000,-1000, ,0.0,0.0,29.36,30.06,9.4,18.0,9.5
1425,1,2012-03-16,44.0,37.0,41.0,-1000.0,35.0,38.0,24.0,0.0,-1000,-1000,RA BR,-1000.0,0.07,30.08,30.22,1.5,19.0,3.8
1426,2,2012-03-16,49.0,32.0,41.0,7.0,36.0,38.0,24.0,0.0,0558,1755,RA BR,0.0,0.07,29.1,30.2,3.7,23.0,6.1
1427,3,2012-03-16,78.0,65.0,72.0,21.0,62.0,66.0,0.0,7.0,0633,1831, ,0.0,0.0,29.25,29.97,12.9,17.0,13.2
1428,4,2012-03-16,80.0,68.0,74.0,12.0,65.0,67.0,0.0,9.0,0640,1839, ,0.0,-1000.0,29.35,30.04,6.6,16.0,8.2
1429,6,2012-03-16,80.0,68.0,74.0,15.0,66.0,68.0,0.0,9.0,0640,1839, ,0.0,0.0,29.52,30.04,10.0,16.0,10.2
1430,7,2012-03-16,77.0,63.0,70.0,-1000.0,62.0,65.0,0.0,5.0,-1000,-1000,BR,0.0,0.0,28.56,29.93,16.9,19.0,17.3
1431,8,2012-03-16,79.0,68.0,-1000.0,-1000.0,62.0,66.0,-1000.0,-1000.0,-1000,-1000,HZ,-1000.0,0.0,29.72,-1000.0,7.2,16.0,7.4
1432,9,2012-03-16,80.0,42.0,61.0,-1000.0,48.0,54.0,4.0,0.0,-1000,-1000, ,-1000.0,0.0,29.1,29.87,6.0,16.0,6.5
1433,10,2012-03-16,85.0,62.0,74.0,-1000.0,60.0,65.0,0.0,9.0,0636,1835,BR HZ,-1000.0,0.0,30.19,30.22,3.8,14.0,5.3
1434,11,2012-03-16,84.0,55.0,70.0,8.0,57.0,62.0,0.0,5.0,0636,1835,FG+ BR,0.0,0.0,30.18,30.22,3.4,12.0,4.0
1435,12,2012-03-16,81.0,55.0,68.0,-1000.0,60.0,63.0,0.0,3.0,-1000,-1000,FG+ FG BR,0.0,0.0,30.18,30.22,3.2,12.0,4.2
1436,13,2012-03-16,73.0,40.0,57.0,-1000.0,17.0,39.0,8.0,0.0,-1000,-1000, ,-1000.0,0.0,24.09,29.77,1.8,21.0,6.4
1437,14,2012-03-16,77.0,60.0,69.0,18.0,61.0,64.0,0.0,4.0,0640,1838,BR,0.0,0.0,28.58,29.95,14.5,18.0,14.7
1438,15,2012-03-16,41.0,34.0,38.0,5.0,34.0,36.0,27.0,0.0,0557,1753,RA FG+ FG BR,0.0,0.12,29.83,30.2,2.9,16.0,3.1
1439,16,2012-03-16,43.0,35.0,39.0,-1000.0,35.0,38.0,26.0,0.0,-1000,-1000,RA FG+ FG BR,-1000.0,0.05,30.11,30.19,2.3,17.0,2.5
1440,17,2012-03-16,78.0,58.0,68.0,-1000.0,61.0,64.0,0.0,3.0,-1000,-1000, ,0.0,0.0,29.31,30.01,8.4,19.0,9.2
1441,18,2012-03-16,80.0,68.0,74.0,15.0,64.0,67.0,0.0,9.0,0637,1835, ,0.0,0.0,29.51,30.03,13.2,18.0,13.5
1442,19,2012-03-16,58.0,45.0,52.0,17.0,44.0,47.0,13.0,0.0,0602,1759,HZ,0.0,0.0,29.29,30.04,2.3,8.0,4.0
1443,20,2012-03-16,79.0,67.0,73.0,-1000.0,64.0,67.0,0.0,8.0,-1000,-1000, ,0.0,0.0,29.31,30.03,10.4,17.0,10.7
1444,1,2012-03-17,53.0,39.0,46.0,-1000.0,39.0,43.0,19.0,0.0,-1000,-1000,FG BR,-1000.0,0.0,30.14,30.33,0.4,36.0,2.3
1445,2,2012-03-17,53.0,39.0,46.0,11.0,40.0,44.0,19.0,0.0,0557,1756, ,0.0,0.0,29.18,30.31,0.4,21.0,4.5
1446,3,2012-03-17,77.0,68.0,73.0,21.0,60.0,64.0,0.0,8.0,0632,1832,RA,0.0,-1000.0,29.2,29.9,13.9,18.0,14.2
1447,4,2012-03-17,79.0,66.0,73.0,11.0,64.0,67.0,0.0,8.0,0639,1840, ,0.0,0.0,29.31,29.99,7.4,15.0,8.5
1448,6,2012-03-17,79.0,66.0,73.0,13.0,65.0,67.0,0.0,8.0,0638,1839, ,0.0,0.0,29.47,29.99,11.7,15.0,12.0
1449,7,2012-03-17,77.0,66.0,72.0,-1000.0,62.0,65.0,0.0,7.0,-1000,-1000, ,0.0,0.0,28.51,29.85,20.7,18.0,21.0
1450,8,2012-03-17,79.0,68.0,-1000.0,-1000.0,61.0,65.0,-1000.0,-1000.0,-1000,-1000, ,-1000.0,0.0,29.67,-1000.0,6.5,15.0,6.5
1451,9,2012-03-17,81.0,56.0,69.0,-1000.0,56.0,61.0,0.0,4.0,-1000,-1000,BR,-1000.0,0.0,29.02,29.77,12.3,17.0,12.7
1452,10,2012-03-17,86.0,64.0,75.0,-1000.0,59.0,65.0,0.0,10.0,0635,1836,MIFG,-1000.0,-1000.0,30.19,30.21,4.6,15.0,5.2
1453,11,2012-03-17,84.0,56.0,70.0,8.0,58.0,62.0,0.0,5.0,0635,1836,TS MIFG BR,0.0,0.0,30.17,30.21,2.4,15.0,4.4
